PROLIFIC_PID,SESSION_ID,STUDY_ID,age,completedAt,country,createdAt,education,gender,q0,q1,q10,q11,q12,q13,q14,q15,q16,q2,q3,q4,q5,q6,q7,q8,q9,selectedMovies,techknow,testGroup,useForImprovementsForOthers,useForRecommendations,useForSharing,work
5ebb96b6cd673a0008ace9ce,5f868b9d56639e1dce19acfe,5f8574e1321766020cfa1d2e,23,"Wed, 14 Oct 2020 05:32:00 GMT",US,"Wed, 14 Oct 2020 05:25:24 GMT",High school,Male,4,5,3,3,3,4,2,2,5,4,3,4,4,4,5,5,4,"[{'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 48, 'poster_path': '/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg', 'title': 'Eternal Sunshine of the Spotless Mind (2004)'}, {'movieId': 751, 'poster_path': '/yk4J4aewWYNiBhD49WD7UaBBn37.jpg', 'title': 'Her (2013)'}]",I am very knowledgeable,d,True,True,True,Student
5f0d87c546eefe02a4733c5b,5f86223e6877bf15855976e0,5f8574e1321766020cfa1d2e,34,"Tue, 13 Oct 2020 22:04:13 GMT",GB,"Tue, 13 Oct 2020 21:55:52 GMT",High school,Male,4,4,4,4,4,4,1,3,5,3,4,3,3,3,2,3,2,"[{'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 534, 'poster_path': '/jyAgiqVSx5fl0NNj7WoGGKweXrL.jpg', 'title': 'Departed, The (2006)'}, {'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 724, 'poster_path': '/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg', 'title': 'Django Unchained (2012)'}, {'movieId': 645, 'poster_path': '/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg', 'title': 'Shutter Island (2010)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}, {'movieId': 252, 'poster_path': '/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg', 'title': 'Usual Suspects, The (1995)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}]",I have a vague idea of the technical details,c,True,True,True,Employed full time
5c6205a724b1fc00019db2de,5f868b5d52f47e1e002bb2c6,5f8574e1321766020cfa1d2e,21,"Wed, 14 Oct 2020 05:26:13 GMT",US,"Wed, 14 Oct 2020 05:23:59 GMT",Trade or technical school,Male,4,4,3,3,4,3,4,3,5,4,3,3,3,4,4,4,3,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 969, 'poster_path': '/kKpORM0G7xDvJGQiXpQ0wUp9Dwo.jpg', 'title': 'Fargo (1996)'}, {'movieId': 268, 'poster_path': '/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg', 'title': 'Reservoir Dogs (1992)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 827, 'poster_path': '/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg', 'title': 'Arrival (2016)'}, {'movieId': 820, 'poster_path': '/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg', 'title': 'Big Short, The (2015)'}, {'movieId': 1710, 'poster_path': '/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg', 'title': 'Office Space (1999)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}]",I have a good idea of the technical details,b,True,True,False,Employed part time
5f17993b5fd76713ac02f3dc,5f868b5f842fe51d61136c10,5f8574e1321766020cfa1d2e,22,"Wed, 14 Oct 2020 05:32:10 GMT",US,"Wed, 14 Oct 2020 05:24:00 GMT",High school,Male,1,1,5,5,5,5,1,5,5,5,1,3,3,2,5,1,1,"[{'movieId': 3642, 'poster_path': '/zO0tjRnh9x2KuQWd7KhzdxbYaDN.jpg', 'title': 'Inside Job (2010)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 783, 'poster_path': '/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg', 'title': 'The Imitation Game (2014)'}, {'movieId': 750, 'poster_path': '/sOxr33wnRuKazR9ClHek73T8qnK.jpg', 'title': 'Wolf of Wall Street, The (2013)'}]",I have a good idea of the technical details,c,True,True,True,Student
5df9f1c15777b5752bf8b085,5f862236133c7f15ca3dbb59,5f8574e1321766020cfa1d2e,25,"Tue, 13 Oct 2020 21:57:51 GMT",GB,"Tue, 13 Oct 2020 21:55:23 GMT",Bachelor's degree,Male,4,5,2,3,2,1,3,2,5,4,3,4,5,4,3,4,4,"[{'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 270, 'poster_path': '/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg', 'title': 'Wallace & Gromit: The Wrong Trousers (1993)'}, {'movieId': 1847, 'poster_path': '/3DzePKMbLMIM636S6syCy3cLPqj.jpg', 'title': 'Pianist, The (2002)'}, {'movieId': 1717, 'poster_path': '/velWPhVMQeQKcxggNEU8YmIo52R.jpg', 'title': 'Green Mile, The (1999)'}, {'movieId': 586, 'poster_path': '/Agc6lw8pb6BIGVeguvdjDT0p9Mb.jpg', 'title': 'WALL·E (2008)'}, {'movieId': 263, 'poster_path': '/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg', 'title': 'Trainspotting (1996)'}]",I have a good idea of the technical details,c,True,True,True,Employed full time
5f2ccf089978511f2f2905ad,5f868ba5f2aba91e47623675,5f8574e1321766020cfa1d2e,26,"Wed, 14 Oct 2020 05:34:40 GMT",US,"Wed, 14 Oct 2020 05:25:41 GMT",Associates degree,Male,4,4,3,3,3,4,2,3,5,3,4,3,3,4,4,4,3,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 2664, 'poster_path': '/qbaIViX3tgWSTSFXbldq0ODMdi4.jpg', 'title': 'Get Out (2017)'}, {'movieId': 167, 'poster_path': '/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg', 'title': 'Sixth Sense, The (1999)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 688, 'poster_path': '/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)'}]",I have a vague idea of the technical details,c,True,True,True,Unemployed (not currently looking for job)
5f1138dd0878f04a8fb2330c,5f868b5b46af551e36a1e208,5f8574e1321766020cfa1d2e,24,"Wed, 14 Oct 2020 05:29:36 GMT",US,"Wed, 14 Oct 2020 05:23:49 GMT",High school,Male,4,5,4,3,4,4,5,5,5,4,4,3,3,4,4,4,4,"[{'movieId': 89, 'poster_path': '/lKb6h6LURE33I3GRFYgHBUfjwSU.jpg', 'title': ""Schindler's List (1993)""}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 268, 'poster_path': '/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg', 'title': 'Reservoir Dogs (1992)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 48, 'poster_path': '/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg', 'title': 'Eternal Sunshine of the Spotless Mind (2004)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 141, 'poster_path': '/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg', 'title': 'Saving Private Ryan (1998)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 827, 'poster_path': '/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg', 'title': 'Arrival (2016)'}, {'movieId': 724, 'poster_path': '/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg', 'title': 'Django Unchained (2012)'}, {'movieId': 820, 'poster_path': '/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg', 'title': 'Big Short, The (2015)'}, {'movieId': 783, 'poster_path': '/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg', 'title': 'The Imitation Game (2014)'}, {'movieId': 283, 'poster_path': '/48auuGpzl9KSZixAKwj8yKBNIv4.jpg', 'title': 'Big Lebowski, The (1998)'}, {'movieId': 1710, 'poster_path': '/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg', 'title': 'Office Space (1999)'}, {'movieId': 411, 'poster_path': '/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg', 'title': 'Catch Me If You Can (2002)'}, {'movieId': 1824, 'poster_path': '/wOgmhrSUwOuZJsQXf2GsI923N0f.jpg', 'title': 'Moonrise Kingdom (2012)'}, {'movieId': 2664, 'poster_path': '/qbaIViX3tgWSTSFXbldq0ODMdi4.jpg', 'title': 'Get Out (2017)'}, {'movieId': 665, 'poster_path': '/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg', 'title': ""King's Speech, The (2010)""}, {'movieId': 750, 'poster_path': '/sOxr33wnRuKazR9ClHek73T8qnK.jpg', 'title': 'Wolf of Wall Street, The (2013)'}, {'movieId': 751, 'poster_path': '/yk4J4aewWYNiBhD49WD7UaBBn37.jpg', 'title': 'Her (2013)'}, {'movieId': 439, 'poster_path': '/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg', 'title': 'Kill Bill: Vol. 1 (2003)'}]",I am very knowledgeable,b,False,False,False,Student
5d6eb1ba1c79b20001fa0386,5f86c10997e228000a6ca8d9,5f8574e1321766020cfa1d2e,36,"Wed, 14 Oct 2020 09:16:44 GMT",GB,"Wed, 14 Oct 2020 09:13:26 GMT",Master's degree,Female,4,4,2,2,2,2,2,3,5,3,4,3,3,4,4,4,4,"[{'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 344, 'poster_path': '/uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg', 'title': 'Memento (2000)'}, {'movieId': 783, 'poster_path': '/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg', 'title': 'The Imitation Game (2014)'}, {'movieId': 876, 'poster_path': '/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg', 'title': 'Up (2009)'}, {'movieId': 773, 'poster_path': '/qymaJhucquUwjpb8oiqynMeXnID.jpg', 'title': 'Gone Girl (2014)'}, {'movieId': 251, 'poster_path': '/kKoG0hXBmBbkDnJYhhHisdin73W.jpg', 'title': 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)'}]",I have a vague idea of the technical details,c,True,True,True,Self employed
5da0d9012a275000127cf814,5f86b1d05097dc00098e89f3,5f8574e1321766020cfa1d2e,46,"Wed, 14 Oct 2020 08:14:38 GMT",IT,"Wed, 14 Oct 2020 08:08:10 GMT",Bachelor's degree,Male,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,"[{'movieId': 89, 'poster_path': '/lKb6h6LURE33I3GRFYgHBUfjwSU.jpg', 'title': ""Schindler's List (1993)""}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 344, 'poster_path': '/uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg', 'title': 'Memento (2000)'}, {'movieId': 291, 'poster_path': '/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg', 'title': 'American History X (1998)'}, {'movieId': 969, 'poster_path': '/kKpORM0G7xDvJGQiXpQ0wUp9Dwo.jpg', 'title': 'Fargo (1996)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 48, 'poster_path': '/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg', 'title': 'Eternal Sunshine of the Spotless Mind (2004)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 480, 'poster_path': '/9eyqhS9MKBQqQJdGmWjKLH396gJ.jpg', 'title': 'Old Boy (2003)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}, {'movieId': 167, 'poster_path': '/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg', 'title': 'Sixth Sense, The (1999)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 263, 'poster_path': '/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg', 'title': 'Trainspotting (1996)'}, {'movieId': 1079, 'poster_path': '/y7kYNk6gJMkPx1YfXhXw6fMTstf.jpg', 'title': 'Sling Blade (1996)'}, {'movieId': 283, 'poster_path': '/48auuGpzl9KSZixAKwj8yKBNIv4.jpg', 'title': 'Big Lebowski, The (1998)'}, {'movieId': 19, 'poster_path': '/v0giIi4bTILVhNhJajet3WWY3FA.jpg', 'title': 'Run Lola Run (Lola rennt) (1998)'}, {'movieId': 203, 'poster_path': '/mV4k9qlrdvECe4COBTN256FROR3.jpg', 'title': 'Beautiful Mind, A (2001)'}, {'movieId': 773, 'poster_path': '/qymaJhucquUwjpb8oiqynMeXnID.jpg', 'title': 'Gone Girl (2014)'}, {'movieId': 2007, 'poster_path': '/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg', 'title': 'Help, The (2011)'}, {'movieId': 751, 'poster_path': '/yk4J4aewWYNiBhD49WD7UaBBn37.jpg', 'title': 'Her (2013)'}, {'movieId': 835, 'poster_path': '/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg', 'title': 'Blade Runner 2049 (2017)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}, {'movieId': 526, 'poster_path': '/tFnTds88mCuLcLPBseK1kF2E3qv.jpg', 'title': 'Little Miss Sunshine (2006)'}]",I am very knowledgeable,d,True,True,True,Employed full time
5f474877452857130314c9d1,5f86a3e9181a5b1f99821210,5f8574e1321766020cfa1d2e,41,"Wed, 14 Oct 2020 07:14:45 GMT",US,"Wed, 14 Oct 2020 07:08:48 GMT",Master's degree,Male,4,4,4,4,4,4,2,2,5,4,2,3,2,3,4,4,4,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}, {'movieId': 876, 'poster_path': '/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg', 'title': 'Up (2009)'}, {'movieId': 3027, 'poster_path': '/eKi8dIrr8voobbaGzDpe8w0PVbC.jpg', 'title': 'Coco (2017)'}, {'movieId': 93, 'poster_path': '/wcJFUcbPfXJRXRNXNFfF0W6dpx.jpg', 'title': 'Terminator 2: Judgment Day (1991)'}, {'movieId': 768, 'poster_path': '/uUHvlkLavotfGsNtosDy8ShsIYF.jpg', 'title': 'Edge of Tomorrow (2014)'}, {'movieId': 806, 'poster_path': '/lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg', 'title': 'Inside Out (2015)'}, {'movieId': 1633, 'poster_path': '/gycdE1ARByGQcK4fYR2mgpU6OO.jpg', 'title': 'Before Sunset (2004)'}, {'movieId': 70, 'poster_path': '/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg', 'title': 'Toy Story (1995)'}, {'movieId': 905, 'poster_path': '/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg', 'title': 'Zootopia (2016)'}, {'movieId': 750, 'poster_path': '/sOxr33wnRuKazR9ClHek73T8qnK.jpg', 'title': 'Wolf of Wall Street, The (2013)'}, {'movieId': 236, 'poster_path': '/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg', 'title': 'Incredibles, The (2004)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}]",I don't know any technical details,b,True,True,True,Employed full time
5f3d6a2a0655180ff0b4fe34,5f86afce3a8e5f20c1e35e76,5f8574e1321766020cfa1d2e,30,"Wed, 14 Oct 2020 08:05:46 GMT",US,"Wed, 14 Oct 2020 08:01:26 GMT",Associates degree,Female,4,5,2,1,1,1,4,4,5,4,4,4,5,4,4,4,4,"[{'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 268, 'poster_path': '/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg', 'title': 'Reservoir Dogs (1992)'}, {'movieId': 72, 'poster_path': '/or1gBugydmjToAEq7OZY0owwFk.jpg', 'title': 'Braveheart (1995)'}, {'movieId': 2144, 'poster_path': '/mUP8yF2Q7x97pITZvuarEiyR5g2.jpg', 'title': 'Lone Star (1996)'}, {'movieId': 239, 'poster_path': '/p3pHw85UMZPegfMZBA6dZ06yarm.jpg', 'title': 'Hotel Rwanda (2004)'}]",I have a good idea of the technical details,c,True,True,True,Employed part time
5c9749b849784d001b486f6a,5f86afcb573754205096c631,5f8574e1321766020cfa1d2e,51,"Wed, 14 Oct 2020 08:03:20 GMT",GB,"Wed, 14 Oct 2020 07:59:30 GMT",High school,Female,3,3,4,4,4,4,2,4,5,4,3,3,3,3,4,4,4,"[{'movieId': 270, 'poster_path': '/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg', 'title': 'Wallace & Gromit: The Wrong Trousers (1993)'}, {'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 1717, 'poster_path': '/velWPhVMQeQKcxggNEU8YmIo52R.jpg', 'title': 'Green Mile, The (1999)'}, {'movieId': 876, 'poster_path': '/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg', 'title': 'Up (2009)'}, {'movieId': 665, 'poster_path': '/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg', 'title': ""King's Speech, The (2010)""}]",I have a good idea of the technical details,a,True,True,True,Self employed
5eebc973f2c6c41483ba6e81,5f86afd31a23981fbc9798f2,5f8574e1321766020cfa1d2e,28,"Wed, 14 Oct 2020 08:05:12 GMT",GB,"Wed, 14 Oct 2020 08:01:27 GMT",Master's degree,Female,2,3,2,2,2,2,4,4,5,3,2,3,3,4,4,3,3,"[{'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 724, 'poster_path': '/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg', 'title': 'Django Unchained (2012)'}, {'movieId': 2665, 'poster_path': '/vgvw6w1CtcFkuXXn004S5wQsHRl.jpg', 'title': 'Three Billboards Outside Ebbing, Missouri (2017)'}, {'movieId': 773, 'poster_path': '/qymaJhucquUwjpb8oiqynMeXnID.jpg', 'title': 'Gone Girl (2014)'}, {'movieId': 750, 'poster_path': '/sOxr33wnRuKazR9ClHek73T8qnK.jpg', 'title': 'Wolf of Wall Street, The (2013)'}]",I have a good idea of the technical details,d,True,True,True,Employed full time
5ef05a7425018a31e8bb3c68,5f868b507a4e121e580668e9,5f8574e1321766020cfa1d2e,45,"Wed, 14 Oct 2020 05:36:36 GMT",US,"Wed, 14 Oct 2020 05:31:24 GMT",Bachelor's degree,Female,4,4,2,2,2,2,1,1,5,4,4,4,3,4,4,5,4,"[{'movieId': 72, 'poster_path': '/or1gBugydmjToAEq7OZY0owwFk.jpg', 'title': 'Braveheart (1995)'}, {'movieId': 181, 'poster_path': '/pRn3TJHbAqCAO6U8Dw5DayVUuX3.jpg', 'title': 'Gladiator (2000)'}, {'movieId': 73, 'poster_path': '/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg', 'title': 'Apollo 13 (1995)'}, {'movieId': 1007, 'poster_path': '/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg', 'title': 'Sense and Sensibility (1995)'}, {'movieId': 239, 'poster_path': '/p3pHw85UMZPegfMZBA6dZ06yarm.jpg', 'title': 'Hotel Rwanda (2004)'}]",I am very knowledgeable,a,True,True,True,Employed full time
5c1b06d9a329230001ecc39c,5f86a3eb19d11e1f39bac0d4,5f8574e1321766020cfa1d2e,26,"Wed, 14 Oct 2020 07:13:37 GMT",US,"Wed, 14 Oct 2020 07:09:10 GMT",High school,Male,4,4,3,3,4,4,5,2,5,4,4,3,3,4,4,4,4,"[{'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 775, 'poster_path': '/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg', 'title': 'Guardians of the Galaxy (2014)'}, {'movieId': 70, 'poster_path': '/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg', 'title': 'Toy Story (1995)'}]",I am very knowledgeable,b,True,True,False,Unemployed (currently looking for job)
